"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"82219167AB","Sun Bonnet Soft Top - 4 Door - Black Mesh","Jeep","Hard and Soft Tops","99.75","134.00","134.00"
"82215392AC","Sun Bonnet Soft Top - 4 Door - Black Vinyl","Jeep","Hard and Soft Tops","255.00","348.00","348.00"
"82219169AB","Sun Bonnet Soft Top - 4 Door - Solid Black","Jeep","Hard and Soft Tops","101.00","135.00","135.00"
"82215620","Sun Bonnet Soft Top - Black","Jeep","Hard and Soft Tops","248.00","331.00","331.00"
"82215621","Sun Bonnet Soft Top - Mesh - Black","Jeep","Hard and Soft Tops","154.00","220.00","220.00"
"82215146AB","Twill Soft Top Kit - 4 Door","Jeep","Hard and Soft Tops","2685.00","3380.00","3380.00"
"68628508AA","Ball Mount Kit","Jeep","Hitch and Accessories","111.00","131.00","131.00"
"77072413","Electric Locker Wiring Harness","Jeep","Hitch and Accessories","81.90","118.00","118.00"
"82216418AB","Flat Tow Wiring kit","Jeep","Hitch and Accessories","244.00","335.00","335.00"
"82213564","Hitch Ball - 3500Lbs - Chrome","Jeep","Hitch and Accessories","22.70","34.65","34.65"
"82213565","Hitch Ball - 5000 lb - 2 Inch - Chrome","Jeep","Hitch and Accessories","24.85","37.90","37.90"
"82213547","Hitch Ball Mount - 0.75 inch Rise","Jeep","Hitch and Accessories","33.45","48.65","48.65"
"82213548","Hitch Ball Mount - 2.75 inch Rise","Jeep","Hitch and Accessories","34.55","51.85","51.85"
"82213640","Hitch Ball Mount Adapter","Jeep","Hitch and Accessories","35.60","52.95","52.95"
"82213567AB","Hitch Receiver - 1000 lb","Jeep","Hitch and Accessories","278.00","389.00","389.00"
"82214682AD","Hitch Receiver - 2 Inch","Jeep","Hitch and Accessories","369.00","511.00","511.00"
"82219060AB","Hitch Receiver - 2 Inch - Class III","Jeep","Hitch and Accessories","349.00","582.00","582.00"
"82214659AD","Hitch Receiver - 2000 lb - Non-Trailhawk","Jeep","Hitch and Accessories","194.00","287.00","287.00"
"82210230","Hitch Receiver - 3500 lb","Jeep","Hitch and Accessories","220.00","303.00","303.00"
"82213349AD","Hitch Receiver - Class III - 2 Inch - Non-Trailhawk","Jeep","Hitch and Accessories","285.00","396.00","396.00"
"82215648","Hitch Receiver - Class IV - 7650 lb","Jeep","Hitch and Accessories","301.00","401.00","401.00"
"82214562","Hitch Receiver Bezel","Jeep","Hitch and Accessories","81.90","119.00","119.00"
"82215684","Hitch Receiver Bezel - 2.4L Engine - Non-Trailhawk","Jeep","Hitch and Accessories","62.50","90.60","90.60"
"82215209","Hitch Receiver Kit","Jeep","Hitch and Accessories","225.00","312.00","312.00"
"82213706","Hitch Receiver Plug - 2 Inch - Jeep Logo","Jeep","Hitch and Accessories","16.20","24.90","24.90"
"82216006AC","Hitch Wiring - 3.0L engine and 5.7L engine - 7 Way and 4 Way","Jeep","Hitch and Accessories","183.00","270.00","270.00"
"68628507AA","Integrated Trailer Brake Control","Jeep","Hitch and Accessories","271.00","320.00","320.00"
"68722796AA","Integrated Trailer Brake Module","Jeep","Hitch and Accessories","256.00","300.00","300.00"
"68628505AA","Towing Starter Kit","Jeep","Hitch and Accessories","78.30","92.70","92.70"
"68628506AA","Towing Starter Kit","Jeep","Hitch and Accessories","83.45","97.85","97.85"
"82215652AD","Trailer Brake Control Module","Jeep","Hitch and Accessories","303.00","421.00","421.00"
"82219095AD","Trailer Brake Control Module","Jeep","Hitch and Accessories","224.00","301.00","301.00"
"82213566","Trailer Hitch Ball - 2000 lbs - Chrome","Jeep","Hitch and Accessories","19.90","30.45","30.45"
"82213563","Trailer Hitch Ball - 3500 lb - Chrome","Jeep","Hitch and Accessories","22.70","34.65","34.65"
"82212180AF","Trailer Hitch Receiver - Class IV","Jeep","Hitch and Accessories","302.00","402.00","402.00"
"82204645AB","Trailer Tow L Bracket Kit","Jeep","Hitch and Accessories","10.85","15.25","15.25"
"82211156AC","Trailer Tow Wiring Harness","Jeep","Hitch and Accessories","433.00","578.00","578.00"
"82213938AG","Trailer Tow Wiring Harness","Jeep","Hitch and Accessories","242.00","336.00","336.00"
"82216041AD","Trailer Tow Wiring Harness","Jeep","Hitch and Accessories","320.00","431.00","431.00"
"82216358AB","Trailer Tow Wiring Harness","Jeep","Hitch and Accessories","530.00","718.00","718.00"
"82216362AB","Trailer Tow Wiring Harness","Jeep","Hitch and Accessories","266.00","359.00","359.00"
"82216005AD","Trailer Tow Wiring Harness - 3.6L Engine - 7 Way and 4 Way","Jeep","Hitch and Accessories","357.00","480.00","480.00"
"82214670AC","Trailer Tow Wiring Harness - 4 Way Connector","Jeep","Hitch and Accessories","285.00","396.00","396.00"
"82216107AA","Trailer Tow Wiring Harness - 4 Way Flat","Jeep","Hitch and Accessories","242.00","336.00","336.00"
"82210213AC","Trailer Tow Wiring Harness - 4 Way Flat Trailer Connector","Jeep","Hitch and Accessories","52.60","77.85","77.85"
"82209280AF","Trailer Tow Wiring Harness - 4-Way Flat Connector","Jeep","Hitch and Accessories","150.00","223.00","223.00"
"82215686AB","Trailer Tow Wiring Harness - 7 Way and 4 Way","Jeep","Hitch and Accessories","291.00","401.00","401.00"
"82210214AC","Trailer Tow Wiring Harness - 7 Way Round Trailer Connector","Jeep","Hitch and Accessories","146.00","244.00","244.00"
"82215834AC","Trailer Tow Wiring Harness - Brake Controller Switch","Jeep","Hitch and Accessories","351.00","481.00","481.00"
"82216359AA","Trailer Tow Wiring Harness Kit","Jeep","Hitch and Accessories","308.00","424.00","424.00"
"82219133AB","Wiring Harness - Trailer Tow","Jeep","Hitch and Accessories","243.00","405.00","405.00"
"82215369","Hood Cover - Jeep Logo - Black","Jeep","Hoods","55.00","79.85","79.85"
"111606RR","Hood Latch - Chrome","Jeep","Hoods","171.00","258.00","258.00"
"82213051AD","Hood Lock","Jeep","Hoods","171.00","253.00","253.00"
"82215137AC","Hood Lock Kit","Jeep","Hoods","225.00","294.00","294.00"
"82212798","Hood Prop Kit","Jeep","Hoods","153.00","228.00","228.00"
"68726385AA","Hood Strut Kit","Jeep","Hoods","76.10","102.00","102.00"
"82215428","Bumper Mount Light Bracket","Jeep","Lighting","112.00","176.00","176.00"
"123220RR","Frame Mounted Light Bar","Jeep","Lighting","95.90","170.00","170.00"
"82215163","LED Fog Light - 2 Piece","Jeep","Lighting","303.00","421.00","421.00"
"82215549","LED Fog Light for Sport Bumper - 2 Piece","Jeep","Lighting","303.00","421.00","421.00"
"82219141AA","LED Head Light","Jeep","Lighting","940.00","1355.00","1355.00"
"82214333AB","LED Headlights - 2 Piece","Jeep","Lighting","876.00","1195.00","1195.00"
"82216473AC","LED Light Bar - Bumper Mounted","Jeep","Lighting","776.00","1045.00","1045.00"
"82215427AB","Lower A-Pillar Mounting Bracket","Jeep","Lighting","109.00","156.00","156.00"
"68626161AA","Off-Road Bumper Light Kit","Jeep","Lighting","915.00","1080.00","1080.00"
"68626162AA","Off-Road Bumper Light Kit","Jeep","Lighting","989.00","1165.00","1165.00"
"68626149AA","Off-Road Dual Reverse Light Kit - S1 Sports LED Light","Jeep","Lighting","300.00","353.00","353.00"
"68626148AA","Off-Road Dual Reverse Light Kit - S2 Sports LED Light","Jeep","Lighting","254.00","299.00","299.00"
"68626157AA","Off-Road Fog Pocket Light kit - Amber Light","Jeep","Lighting","359.00","423.00","423.00"
"68626158AA","Off-Road Fog Pocket Light kit - Amber Light","Jeep","Lighting","359.00","423.00","423.00"
"68626159AA","Off-Road Fog Pocket Light kit - White Light","Jeep","Lighting","348.00","409.95","409.95"
"68626156AA","Off-Road Fog Pocket Light kit - White or Amber Light","Jeep","Lighting","359.00","423.00","423.00"
"82215385AD","Off-Road LED Light Kit - 5 Inch","Jeep","Lighting","482.00","653.00","653.00"
"82216213AA","Off-Road Light Bracket","Jeep","Lighting","165.00","246.00","246.00"
"68626160AA","Roof Mounted Off-Road Light Kit","Jeep","Lighting","1760.00","2075.00","2075.00"
"82215729","Winch Guard Light Mounting Bracket","Jeep","Lighting","67.90","101.00","101.00"
"68714725AA","Action Camera Flex Mount - SeaSucker","Jeep","Outdoor Recreation","55.65","87.60","87.60"
"68714722AA","Antenna Mount - SeaSucker WeBoost","Jeep","Outdoor Recreation","95.00","135.00","135.00"
"68743830AA","BBQ Wind Screen - Large - 30 Inch - Aluminum","Jeep","Outdoor Recreation","100.05","115.00","115.00"
