"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"HPJ1866-TX","Podium LG Full Length Step Bar - Textured Black","N-Fab","Step and Rocker Bars","495.00","549.99","549.99"
"HPJ0764-SS","Podium SS Cab Length Step Bar - Stainless Steel","N-Fab","Step and Rocker Bars","630.00","699.99","699.99"
"HPJ1866-SS","Podium SS Full Length Step Bar - Stainless Steel","N-Fab","Step and Rocker Bars","630.00","699.99","699.99"
"HPJ1980T-SS","Podium SS Full Length Step Bar - Stainless Steel","N-Fab","Step and Rocker Bars","630.00","699.99","839.99"
"PRJ0763-TX","Predator Pro Cab Length Nerf Step Bar - Textured Black","N-Fab","Step and Rocker Bars","567.00","629.99","629.99"
"PRJ1245-TX","Predator Pro Cab Length Nerf Step Bar - Textured Black","N-Fab","Step and Rocker Bars","495.00","549.99","549.99"
"PRJ1845-TX","Predator Pro Cab Length Nerf Step Bar - Textured Black","N-Fab","Step and Rocker Bars","567.00","629.99","629.99"
"PRJ1863-TX","Predator Pro Cab Length Nerf Step Bar - Textured Black","N-Fab","Step and Rocker Bars","567.00","629.99","629.99"
"PRJ1980T-TX","Predator Pro Full Length Nerf Step Bar - Textured Black","N-Fab","Step and Rocker Bars","567.00","629.99","755.99"
"J184RKRS4","RKR Cab Length Rock Rail Step System - Textured Black","N-Fab","Step and Rocker Bars","585.00","649.99","649.99"
"J074RKRS4","RKR Full Length Rock Rail Step System - Textured Black","N-Fab","Step and Rocker Bars","585.00","649.99","649.99"
