"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"06102645AB","Touch-Up Paint Pen - Laser Blue","RAM","Protection Products","13.90","23.40","23.40"
"05163556AB","Touch-Up Paint Pen - Luxury Brown","RAM","Protection Products","13.90","23.40","23.40"
"68154430AB","Touch-Up Paint Pen - Maximum Steel Met","RAM","Protection Products","13.90","23.40","23.40"
"04889866AC","Touch-Up Paint Pen - Midnight Blue Pearl Coat","RAM","Protection Products","13.45","22.60","22.60"
"06103020AA","Touch-Up Paint Pen - New Holland Blue","RAM","Protection Products","13.45","22.60","22.60"
"06102967AA","Touch-Up Paint Pen - Patriot Blue","RAM","Protection Products","10.85","18.20","18.20"
"06102866AA","Touch-Up Paint Pen - Pearl White","RAM","Protection Products","13.90","23.40","23.40"
"68623583AA","Touch-Up Paint Pen - Primer","RAM","Protection Products","14.05","23.50","23.50"
"05163710AA","Touch-Up Paint Pen - Quartz Grey Metallic","RAM","Protection Products","12.70","21.25","21.25"
"68628752AA","Touch-Up Paint Pen - Squid Ink","RAM","Protection Products","14.05","23.50","23.50"
"04889818AC","Touch-Up Paint Pen - Timberline Green Pearl Coat","RAM","Protection Products","13.60","22.70","22.70"
"05163947AB","Touch-Up Paint Pen - True Blue","RAM","Protection Products","13.90","23.40","23.40"
"06102696AB","Touch-Up Paint Pen - Velvet Red Pearl","RAM","Protection Products","13.90","23.40","23.40"
"05163838AB","Touch-Up Paint Pen - Vice White","RAM","Protection Products","13.90","23.40","23.40"
"06102965AA","Touch-Up Paint Pen - Walnut Brown","RAM","Protection Products","13.90","23.40","23.40"
"05163952AB","Touch-Up Spray Paint - Baja Yellow","RAM","Protection Products","10.85","18.20","18.20"
"05163739AB","Touch-Up Spray Paint - Billet Silver Met","RAM","Protection Products","11.20","18.80","18.80"
"68635851AA","Touch-Up Spray Paint - Black","RAM","Protection Products","11.45","19.10","19.10"
"05163940AB","Touch-Up Spray Paint - Black Forest Green","RAM","Protection Products","11.45","19.10","19.10"
"68632355AA","Touch-Up Spray Paint - Blood Orange","RAM","Protection Products","11.45","19.10","19.10"
"68323961AA","Touch-Up Spray Paint - Blue Night Metallic","RAM","Protection Products","13.85","23.30","23.30"
"05163954AB","Touch-Up Spray Paint - Blue Streak","RAM","Protection Products","10.85","18.20","18.20"
"68626621AA","Touch-Up Spray Paint - Bright Silver Metallic","RAM","Protection Products","11.45","19.10","19.10"
"04889599AB","Touch-Up Spray Paint - Bright White","RAM","Protection Products","11.20","18.80","18.80"
"04889821AB","Touch-Up Spray Paint - Brilliant Black Crystal","RAM","Protection Products","11.20","18.80","18.80"
"06102937AA","Touch-Up Spray Paint - Broom Yellow","RAM","Protection Products","8.70","14.50","14.50"
"05163950AB","Touch-Up Spray Paint - Cashmere","RAM","Protection Products","10.85","18.20","18.20"
"04443632AC","Touch-Up Spray Paint - Clear Top Coat","RAM","Protection Products","10.75","18.05","18.05"
"06103287AA","Touch-Up Spray Paint - Deep Beryl Green Pearl","RAM","Protection Products","11.45","19.10","19.10"
"05163649AA","Touch-Up Spray Paint - Deep Cherry Red","RAM","Protection Products","8.50","14.20","14.20"
"68323976AA","Touch-Up Spray Paint - Deep Red Metallic","RAM","Protection Products","8.25","13.75","13.75"
"68154437AB","Touch-Up Spray Paint - Diamond Black Crystal","RAM","Protection Products","9.20","15.55","15.55"
"82400891AB","Touch-Up Spray Paint - Flame Red","RAM","Protection Products","10.85","18.20","18.20"
"68183830AB","Touch-Up Spray Paint - Granite Crystal Met","RAM","Protection Products","11.20","18.80","18.80"
"68262114AA","Touch-Up Spray Paint - Graphite Grey","RAM","Protection Products","8.30","13.80","13.80"
"05163997AB","Touch-Up Spray Paint - Ignition Orange Clear Coat","RAM","Protection Products","11.10","18.60","18.60"
"06102646AB","Touch-Up Spray Paint - Laser Blue","RAM","Protection Products","9.95","16.65","16.65"
"05163557AB","Touch-Up Spray Paint - Luxury Brown","RAM","Protection Products","11.45","19.10","19.10"
"68154431AB","Touch-Up Spray Paint - Maximum Steel Met","RAM","Protection Products","10.85","18.20","18.20"
"04889867AB","Touch-Up Spray Paint - Midnight Blue Pearl Coat","RAM","Protection Products","10.85","18.20","18.20"
"06102968AA","Touch-Up Spray Paint - Patriot Blue","RAM","Protection Products","9.95","16.65","16.65"
"06102867AB","Touch-Up Spray Paint - Pearl White","RAM","Protection Products","11.20","18.80","18.80"
"05163711AA","Touch-Up Spray Paint - Quartz Grey Metallic","RAM","Protection Products","8.25","13.75","13.75"
"06102733AA","Touch-Up Spray Paint - Tank","RAM","Protection Products","8.25","13.75","13.75"
"04889819AB","Touch-Up Spray Paint - Timberline Green Pearl Coat","RAM","Protection Products","11.45","19.10","19.10"
"05163948AB","Touch-Up Spray Paint - True Blue","RAM","Protection Products","11.20","18.80","18.80"
"06102697AB","Touch-Up Spray Paint - Velvet Red Pearl","RAM","Protection Products","11.20","18.80","18.80"
"05163839AB","Touch-Up Spray Paint - Vice White","RAM","Protection Products","10.25","17.20","17.20"
"06102966AA","Touch-Up Spray Paint - Walnut Brown","RAM","Protection Products","9.95","16.65","16.65"
"82212287AC","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","53.90","79.85","79.85"
"82214137","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82214342AB","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215487AC","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215488AC","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215923AB","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215924AB","Deluxe Molded Splash Guard - Front - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82211228","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","53.90","79.85","79.85"
"82214136","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82214343AB","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215489AD","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215490AD","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215925AB","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82215926AB","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","56.10","82.05","82.05"
"82219072AA","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","54.10","77.30","77.30"
"82219073AA","Deluxe Molded Splash Guard - Rear - Black","RAM","Splash Guards","54.10","77.30","77.30"
"82216220AA","Heavy Duty Rubber Splash Guard - Rear","RAM","Splash Guards","115.00","165.00","165.00"
"82213967AB","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82215928AB","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82215930AB","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82216217AA","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82216221AA","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82216222AA","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82219131AA","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","90.15","129.00","129.00"
"82219132AA","Heavy-Duty Flat Splash Guard - Rubber - Front - Black","RAM","Splash Guards","90.15","129.00","129.00"
"82213965AC","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","63.80","92.10","92.10"
"82215929AB","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82215931AB","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","65.75","94.95","94.95"
"82215932AB","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","71.15","103.00","103.00"
"82215933","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","71.15","103.00","103.00"
"82216216AA","Heavy-Duty Flat Splash Guard - Rubber - Rear - Black","RAM","Splash Guards","65.75","94.95","94.95"
