"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"68722801AA","Monocrystalline Portable Folding Solar Panel - 120 W - RedArc","RAM","Electronics","343.00","411.39","411.39"
"68722798AA","Monocrystalline Portable Folding Solar Panel - 200 W - RedArc","RAM","Electronics","729.00","840.43","840.43"
"82214908AB","Mopar WiFi","RAM","Electronics","75.00","108.00","108.00"
"68707773AA","Onboard Battery Charger - SMARTPASS 120S - CTEK","RAM","Electronics","491.99","599.99","599.99"
"68679211AA","Plug Adapter - CTEK Comfort Connect","RAM","Electronics","6.71","7.99","7.99"
"68650469AA","Power Inverter","RAM","Electronics","333.00","392.00","392.00"
"68650471AA","Power Inverter - 1500 W","RAM","Electronics","176.00","208.00","208.00"
"68650470AA","Power Inverter - 2500 W","RAM","Electronics","263.00","310.00","310.00"
"68650472AA","Power Inverter Remote On-Off Controller","RAM","Electronics","52.55","61.80","61.80"
"68649563AA","Power Inverters Cable Kit","RAM","Electronics","52.55","61.80","61.80"
"68719851AA","Side-by-Side Engine Bay Wiring Kit - BCDC1225 Charger - RedArc","RAM","Electronics","187.48","210.65","210.65"
"68679208AA","Socket - CTEK","RAM","Electronics","24.59","29.99","29.99"
"68679190AA","Solar Panel Charge Kit - CTEK CS Free","RAM","Electronics","178.00","218.00","218.00"
"68690274AA","Solar Panel System - VSS 135 Watt","RAM","Electronics","1052.00","1168.99","1168.99"
"68690273AA","Solar Panel System - VSS 65 Watt","RAM","Electronics","616.00","683.99","683.99"
"68678829AA","Solar Power","RAM","Electronics","674.00","741.00","741.00"
"68678830AA","Solar Power System - 60 W","RAM","Electronics","625.00","693.99","693.99"
"68679191AA","USB-C Charge Cable - CTEK CS Free","RAM","Electronics","49.19","59.99","59.99"
"68679192AA","USB-C Charge Cable Clamp - CTEK CS Free","RAM","Electronics","36.89","44.99","44.99"
"82215150AG","Wireless Phone Charging Kit","RAM","Electronics","262.00","358.00","358.00"
"77072520AA","Cat-Back Dual Exhaust System - 5.7L","RAM","Exhaust","1515.00","1935.00","1935.00"
"77072596AA","Cat-Back Exhaust System","RAM","Exhaust","1300.00","1745.00","1745.00"
"P5155280","Cat-Back Exhaust System - Tip - Stainless Steel","RAM","Exhaust","1080.00","1455.00","1455.00"
"82216079AA","Exhaust Tip - 5 Inch - 2 Piece - Black","RAM","Exhaust","438.00","600.00","600.00"
"82216080AA","Exhaust Tip - 5 Inch - 2 Piece - Polished","RAM","Exhaust","362.00","495.00","495.00"
"77072598AA","Exhaust Tip - Black","RAM","Exhaust","272.00","381.00","381.00"
"77072597AA","Exhaust Tip - Chrome","RAM","Exhaust","262.00","353.00","353.00"
"82207131AB","Exhaust Tip - Chrome","RAM","Exhaust","127.00","198.00","198.00"
"82208243AB","Exhaust Tip - Diesel Engines - Chrome","RAM","Exhaust","127.00","198.00","198.00"
"82215530AB","Decal Package - Bodyside Graphic - Crew Cab - 5.7 feet - Black","RAM","Exterior Graphics","314.00","435.00","435.00"
"82215532AB","Decal Package - Bodyside Graphic - Crew Cab - 5.7 feet - Grey Metallic","RAM","Exterior Graphics","314.00","435.00","435.00"
"82215816AB","Decal Package - Bodyside Graphic - Crew Cab - 6.4 feet - Black","RAM","Exterior Graphics","338.00","465.00","465.00"
"82215531AB","Decal Package - Bodyside Graphic - Quad Cab - 6.4 feet - Black","RAM","Exterior Graphics","299.00","414.00","414.00"
"82215529AB","Decal Package - Bodyside Graphic - Quad Cab - 6.4 Feet - Grey Metallic","RAM","Exterior Graphics","281.00","388.00","388.00"
"82216073AB","Decal Package - Hood - 1 Piece","RAM","Exterior Graphics","221.00","319.00","319.00"
"68276958AB","Decal Package - Hood - 2 Piece - Black","RAM","Exterior Graphics","221.00","385.00","385.00"
"82212740AE","Decal Package - Rocker Panel - Crew Cab - 5.7 Feet - Mossy Oak","RAM","Exterior Graphics","754.00","1025.00","1025.00"
"82215534AB","Decal Package - Sport Hood - 2 Piece - Black","RAM","Exterior Graphics","107.00","164.00","164.00"
"82215535AC","Decal Package - Standard Hood - Black","RAM","Exterior Graphics","148.00","213.00","213.00"
"82212742AD","Decal Package - Tailgate - Mossy Oak","RAM","Exterior Graphics","89.45","143.00","143.00"
"68709205AA","Badge Overlay Kit - Front - Matte Black","RAM","Factory Exterior","57.70","67.00","67.00"
"82216108AA","Bed-Mounted Spare Tire Carrier","RAM","Factory Exterior","1160.00","1475.00","1475.00"
"82211393AB","Fuel Filler Door - Chromed Aluminum","RAM","Factory Exterior","179.00","271.00","271.00"
"82215782","Gas Cap - Diesel Engine","RAM","Factory Exterior","33.45","47.55","47.55"
"68678831AA","License Plate Bracket","RAM","Factory Exterior","123.00","140.00","140.00"
"68675274AA","License Plate Bracket - Front","RAM","Factory Exterior","83.00","97.99","97.99"
"82215850","License Plate Frame Gift Set with Mopar Logo","RAM","Factory Exterior","59.25","85.20","85.20"
"82215855","License Plate Frame Gift Set with Mopar Logo - Polished","RAM","Factory Exterior","59.25","85.20","85.20"
"05278655AB","Locking Fuel Cap - Black","RAM","Factory Exterior","29.15","50.80","50.80"
"68650467AA","Magnet Mount Antenna - 18.5 Inch","RAM","Factory Exterior","43.30","51.50","51.50"
"68650466AA","Magnet Mount Antenna - 42 Inch","RAM","Factory Exterior","30.90","36.00","36.00"
"82214909AG","Trailer Towing Mirror - Black","RAM","Factory Exterior","472.00","634.00","634.00"
"82215276AD","Trailer Towing Mirror - Black","RAM","Factory Exterior","472.00","634.00","634.00"
"1FA49403AA","Air Purifier","RAM","Factory Interior","114.00","230.00","230.00"
"82216076AA","Audio System Screen Protector Film","RAM","Factory Interior","27.25","46.20","46.20"
"5ZC73U3HAA","Cargo Area Security Cover - Retractable - Black","RAM","Factory Interior","93.75","167.00","167.00"
"68733117AA","Cellular Phone Holder","RAM","Factory Interior","70.36","79.95","79.95"
"82211490","Glovebox Lock - Black","RAM","Factory Interior","22.70","34.65","34.65"
"82214304","Grab Handle - B-Pillar Heavy Duty","RAM","Factory Interior","185.00","276.00","276.00"
"82214221","Grab Handle - B-Pillar Heavy Duty - 2 Piece","RAM","Factory Interior","116.00","179.00","179.00"
"82215519AC","Locking Console Compartment","RAM","Factory Interior","244.00","330.00","330.00"
"82212138AB","Pedal Kit - Bright Stainless Steel With Black Rubber Pads","RAM","Factory Interior","112.00","173.00","173.00"
"68752441AA","Pet Barrier","RAM","Factory Interior","114.80","132.50","132.50"
"RAM-PET-FEE  DING-SYSTEM","Pet Feeding System","RAM","Factory Interior","0.00","0.00","0.00"
"68752442AA","Pet Feeding System - 16 oz - Dark Gray","RAM","Factory Interior","58.19","63.95","63.95"
"68752443AA","Pet Feeding System - 16 oz - Tan","RAM","Factory Interior","58.19","63.95","63.95"
"68752444AA","Pet Feeding System - 32 oz - Dark Gray","RAM","Factory Interior","78.26","86.95","86.95"
"68752445AA","Pet Feeding System - 32 oz - Tan","RAM","Factory Interior","78.26","86.95","86.95"
"68752446AA","Pet Feeding System - 64 oz - Dark Gray","RAM","Factory Interior","102.56","113.95","113.95"
"68752454AA","Pet Feeding System - 64 oz - Tan","RAM","Factory Interior","102.56","113.95","113.95"
"68752455AA","Pet Ramp","RAM","Factory Interior","128.96","149.95","149.95"
"82213499AB","Roadside Safety Kit - Mopar Logo","RAM","Factory Interior","108.00","170.00","170.00"
"82214344AC","Roadside Safety Kit with Fire Extinguisher","RAM","Factory Interior","168.00","251.00","251.00"
"82211653","Storage Lock - 2 Piece","RAM","Factory Interior","137.00","202.00","202.00"
"82215817","Molding Wheel Lip Opening","RAM","Fender Flares","567.00","770.00","770.00"
"82215284AB","Wheel Lip Molding - 4 Piece","RAM","Fender Flares","567.00","770.00","770.00"
"82214773AD","Wheel Lip Molding - 4 Piece - Black","RAM","Fender Flares","71.15","534.00","534.00"
"82214577AC","Wheel Lip Molding - 4 Piece - Black with Medium Grained Textured - Rugged Style","RAM","Fender Flares","602.00","818.00","818.00"
"82214281AC","Wheel Lip Molding - 4 Piece - Bolt-On - Black With Medium Grained Textured Finish","RAM","Fender Flares","543.00","733.00","733.00"
"82215583AB","All Weather Floor Mat - Crew Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82215584AB","All Weather Floor Mat - Crew Cab - Brown","RAM","Floor Mats","155.00","223.00","223.00"
"82215582AB","All Weather Floor Mat - Quad Cab - Brown","RAM","Floor Mats","155.00","223.00","223.00"
"82215585AB","All Weather Floor Mats - Mega Cab - Black","RAM","Floor Mats","137.00","197.00","197.00"
"82215586AB","All Weather Floor Mats - Mega Cab - Brown","RAM","Floor Mats","137.00","197.00","197.00"
"82213488","All Weather Mats with Logo - Rear - Mega - Black","RAM","Floor Mats","75.20","116.00","116.00"
"82214399","All-Weather Cargo Area Mat","RAM","Floor Mats","105.00","155.00","155.00"
"82215320AD","All-Weather Floor Mat - 1st and 2nd Row - Ram Logo - Brown","RAM","Floor Mats","155.00","223.00","223.00"
"82215321AD","All-Weather Floor Mat - 1st and 2nd Row - Ram Logo - Crew Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82214397","All-Weather Floor Mat - 1st Row - Rams Head Logo - Black","RAM","Floor Mats","105.00","166.00","166.00"
"82214398","All-Weather Floor Mat - 2nd Row - Rams Head Logo - Black","RAM","Floor Mats","75.20","116.00","116.00"
"82215766AC","All-Weather Floor Mat - Bench Seat - Crew Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82215765AD","All-Weather Floor Mat - Bench Seat - Crew Cab - Brown","RAM","Floor Mats","150.00","215.00","215.00"
"82215767AC","All-Weather Floor Mat - Bench Seat - Mega Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82215768AD","All-Weather Floor Mat - Bench Seat - Mega Cab - Brown","RAM","Floor Mats","150.00","215.00","215.00"
"82215754AC","All-Weather Floor Mat - Bucket Seat - Crew Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82215755AD","All-Weather Floor Mat - Bucket Seat - Crew Cab - Brown","RAM","Floor Mats","150.00","215.00","215.00"
"82215756AC","All-Weather Floor Mat - Bucket Seat - Mega Cab - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82215579AB","All-Weather Floor Mat - Front - Ram Head Logo - Regular Cab - Black","RAM","Floor Mats","105.00","166.00","166.00"
"82214969","All-Weather Floor Mat - Front - Rams Head Logo - Black","RAM","Floor Mats","155.00","223.00","223.00"
"82216412AA","All-Weather Floor Mat - Front and Rear - Bucket Style - Red Logo","RAM","Floor Mats","155.00","223.00","223.00"
