"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"68679573AA","Hitch Mounted Cargo and Utility Table - Driver Side Swing","Jeep","Outdoor Recreation","347.00","382.00","382.00"
"68727410AA","Hitch Mounted Cargo and Utility Table - Ledge - Dual Swing","Jeep","Outdoor Recreation","525.10","590.00","590.00"
"68679572AA","Hitch Mounted Cargo and Utility Table - Passenger Side Swing","Jeep","Outdoor Recreation","336.70","370.00","370.00"
"68727411AA","Hitch Mounted Cargo and Utility Table - XL Ledge - Dual Swing","Jeep","Outdoor Recreation","472.50","525.00","525.00"
"68727412AA","Hitch Mounted Kitchen and Cook Station - Dual Swing","Jeep","Outdoor Recreation","934.50","1050.00","1050.00"
"68679571AA","Hitch Mounted Tailgating Grill - Driver Side","Jeep","Outdoor Recreation","635.00","748.00","748.00"
"68679570AA","Hitch Mounted Tailgating Grill - Passenger Side","Jeep","Outdoor Recreation","635.00","748.00","748.00"
"68714717AA","Hydraulic Jack Mount - SeaSucker","Jeep","Outdoor Recreation","165.00","219.00","219.00"
"68727417AA","Keg Keeper bag","Jeep","Outdoor Recreation","79.79","101.00","101.00"
"68714719AA","Light Bar Mount - SeaSucker","Jeep","Outdoor Recreation","124.00","169.00","169.00"
"68714718AA","Mirror Mount - SeaSucker","Jeep","Outdoor Recreation","63.90","97.95","97.95"
"68714726AA","Naked Flex Mount - SeaSucker","Jeep","Outdoor Recreation","82.00","119.00","119.00"
"68663292AA","One Bike Carrier - SeaSucker Talon Max","Jeep","Outdoor Recreation","287.00","346.00","346.00"
"68714727AA","Phone Mount - SeaSucker X-Grip","Jeep","Outdoor Recreation","77.25","114.00","114.00"
"68625060AA","Powered Cooler - CFX3-100 - Dometic","Jeep","Outdoor Recreation","1190.00","1399.99","1399.99"
"68625098AA","Powered Cooler - CFX3-25 - Dometic","Jeep","Outdoor Recreation","736.00","866.00","866.00"
"68625055AA","Powered Cooler - CFX3-35 - Dometic","Jeep","Outdoor Recreation","788.00","928.00","928.00"
"68625056AA","Powered Cooler - CFX3-45 - Dometic","Jeep","Outdoor Recreation","841.00","990.00","990.00"
"68625058AA","Powered Cooler - Dual Zone - CFX3-75 - Dometic","Jeep","Outdoor Recreation","1140.00","1345.00","1345.00"
"68625059AA","Powered Cooler - Dual Zone - CFX3-95 - Dometic","Jeep","Outdoor Recreation","1270.00","1495.00","1495.00"
"JEEP-PWD-COOLER","Powered Cooler and Protective Covers","Jeep","Outdoor Recreation","0.00","0.00","0.00"
"68625057AA","Powered Cooler IM - CFX3-55IM - Dometic","Jeep","Outdoor Recreation","964.00","1135.00","1135.00"
"68625067AA","Powered Cooler Protective Cover - CFX3-PC100 - Dometic","Jeep","Outdoor Recreation","127.00","149.99","149.99"
"68625061AA","Powered Cooler Protective Cover - CFX3-PC25 - Dometic","Jeep","Outdoor Recreation","110.00","129.99","129.99"
"68625062AA","Powered Cooler Protective Cover - CFX3-PC35 - Dometic","Jeep","Outdoor Recreation","114.00","135.00","135.00"
"68625063AA","Powered Cooler Protective Cover - CFX3-PC45 - Dometic","Jeep","Outdoor Recreation","110.00","129.99","129.99"
"68625064AA","Powered Cooler Protective Cover - CFX3-PC55IM - Dometic","Jeep","Outdoor Recreation","110.00","129.99","129.99"
"68625065AA","Powered Cooler Protective Cover - CFX3-PC75 - Dometic","Jeep","Outdoor Recreation","131.00","155.00","155.00"
"68625066AA","Powered Cooler Protective Cover - CFX3-PC95 - Dometic","Jeep","Outdoor Recreation","131.00","155.00","155.00"
"TC598000","Roof Mount Bike Carrier","Jeep","Outdoor Recreation","228.00","269.00","269.00"
"TC859000","Roof Mount Cargo Basket - Thule","Jeep","Outdoor Recreation","438.00","516.00","516.00"
"TC635701","Roof Mount Cargo Box - 16 Cubit Feet - Thule","Jeep","Outdoor Recreation","637.00","749.95","749.95"
"TC635801","Roof Mount Cargo Box - 18 Cubic Feet - Thule","Jeep","Outdoor Recreation","701.00","825.00","825.00"
"TC732600","Roof Mount Ski Carrier - Thule","Jeep","Outdoor Recreation","349.00","411.00","411.00"
"TC811000","Roof Mount Surfboard Carrier - Thule","Jeep","Outdoor Recreation","176.00","208.00","208.00"
"TC890000","Roof Rack Water Sport Carrier","Jeep","Outdoor Recreation","306.00","361.00","361.00"
"TC895000","Roof Rack Water Sport Carrier","Jeep","Outdoor Recreation","255.00","299.95","299.95"
"68727415AA","Single Faucet Tower Kit - Clamp-On","Jeep","Outdoor Recreation","204.00","240.00","240.00"
"68727418AA","Single Faucet Tower Kit and Keg Keeper Bag - Clamp-On","Jeep","Outdoor Recreation","268.00","316.00","316.00"
"68663294AA","Ski Rack - SeaSucker","Jeep","Outdoor Recreation","349.00","425.00","425.00"
"68625118AA","Sportz Cove - Napier","Jeep","Outdoor Recreation","132.00","165.00","165.00"
"68625119AA","Sportz SUV Tent - Napier","Jeep","Outdoor Recreation","338.00","423.00","423.00"
"68625120AA","Sportz SUV Tent - Napier","Jeep","Outdoor Recreation","380.00","475.00","475.00"
"68625114AA","Sportz Truck Tent - 5 feet Bed - Napier","Jeep","Outdoor Recreation","256.00","320.00","320.00"
"68729799AA","Tailgate Table - Powder coated with textured black - Aluminum","Jeep","Outdoor Recreation","275.00","309.00","309.00"
"68663288AA","Tank Holder - SeaSucker Rotopax","Jeep","Outdoor Recreation","130.00","149.00","149.00"
"68714713AA","Tank Holder - SeaSucker Rotopax","Jeep","Outdoor Recreation","207.00","269.00","269.00"
"68714721AA","Tank Mount - SeaSucker Waterport","Jeep","Outdoor Recreation","331.00","419.00","419.00"
"68743834AA","Tire Table - Large - Aluminum","Jeep","Outdoor Recreation","231.36","259.95","259.95"
"68743832AA","Tire Table - Steel - Large","Jeep","Outdoor Recreation","191.16","224.90","224.90"
"68743831AA","Tire Table - Steel - Medium","Jeep","Outdoor Recreation","151.66","184.95","184.95"
"68663293AA","Two Bike Carrier - SeaSucker Bomber Max","Jeep","Outdoor Recreation","482.00","588.00","588.00"
"68714720AA","Universal Off-Road Mount - SeaSucker","Jeep","Outdoor Recreation","73.15","109.00","109.00"
"68714716AA","Universal Recovery Board Mount - SeaSucker","Jeep","Outdoor Recreation","227.00","295.00","295.00"
"68663296AA","Vertical Mount Party Barge - SeaSucker","Jeep","Outdoor Recreation","216.00","258.00","258.00"
"68698516AA","Vertical Mount Party Barge - SeaSucker","Jeep","Outdoor Recreation","216.00","258.00","258.00"
"82216046AA","Paint Protection Film","Jeep","Paint Protection Film","171.00","253.00","253.00"
"82219181AB","Paint Protection Film","Jeep","Paint Protection Film","207.00","276.00","276.00"
"68722717AA","Paint Protection Film - Door Cup and Gas Cap","Jeep","Paint Protection Film","45.71","55.07","55.07"
"68722716AA","Paint Protection Film - Door Edge Door Cup and Gas Cap","Jeep","Paint Protection Film","77.01","95.07","95.07"
"68722719AA","Paint Protection Film - Full Vehicle","Jeep","Paint Protection Film","265.23","327.45","327.45"
"68722580AA","Paint Protection Film - Grand Cherokee - Hood","Jeep","Paint Protection Film","149.00","184.00","184.00"
"68722583AA","Paint Protection Film - Grand Cherokee - Hood Fender and Rear Bumper","Jeep","Paint Protection Film","184.00","230.00","230.00"
"68722581AA","Paint Protection Film - Grand Cherokee - Rear Bumper","Jeep","Paint Protection Film","45.71","55.07","55.07"
"68722584AA","Paint Protection Film - Grand Cherokee L - Hood Fender and Rear Bumper","Jeep","Paint Protection Film","182.54","228.17","228.17"
"68722582AA","Paint Protection Film - Grand Cherokee L - Rear Bumper","Jeep","Paint Protection Film","52.71","65.07","65.07"
"68722715AA","Paint Protection Film - Hood and Fender","Jeep","Paint Protection Film","166.01","202.45","202.45"
"68722718AA","Paint Protection Film - Side Step","Jeep","Paint Protection Film","57.88","70.59","70.59"
"82219189AA","Rear Bumper Fascia Protector - Jeep Logo - High Gloss Clear","Jeep","Paint Protection Film","41.05","68.45","68.45"
"82300778","Battery Blanket","Jeep","Performance","49.60","73.40","73.40"
"P5153826AE","Crate Axles - Rear","Jeep","Performance","1785.00","2235.00","2235.00"
"77070090AB","Front Drive Shaft - 2 Inch Lift","Jeep","Performance","625.00","844.00","844.00"
"68636780AA","Performance Brake Pad - Front","Jeep","Performance","483.00","644.00","644.00"
"SPNEW-CERAMIC","Sunshine Package New Vehicles - CERAMIC","Dealership Packages","Protection Products","485.00","1615.00","1615.00"
"SPNEW-NON-CERAMIC","Sunshine Package New Vehicles - NON-CERAMIC","Dealership Packages","Protection Products","435.00","1545.00","1545.00"
"SPUsed-CERAMIC","Sunshine Package Used Vehicles CERAMIC","Dealership Packages","Protection Products","385.00","1065.00","1065.00"
"SPUsed-NON-CERAMIC","Sunshine Package Used Vehicles NON-CERAMIC","Dealership Packages","Protection Products","345.00","995.00","995.00"
"82213882","Front End Cover - Black","Jeep","Protection Products","165.00","241.00","241.00"
