"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"68714719AA","Light Bar Mount - SeaSucker","RAM","Outdoor Recreation","124.00","169.00","169.00"
"68714718AA","Mirror Mount - SeaSucker","RAM","Outdoor Recreation","63.90","97.95","97.95"
"68714715AA","Monkey Bar - 60 inch - SeaSucker","RAM","Outdoor Recreation","478.00","597.00","597.00"
"68714726AA","Naked Flex Mount - SeaSucker","RAM","Outdoor Recreation","82.00","119.00","119.00"
"68663292AA","One Bike Carrier - SeaSucker Talon Max","RAM","Outdoor Recreation","287.00","346.00","346.00"
"68714727AA","Phone Mount - SeaSucker X-Grip","RAM","Outdoor Recreation","77.25","114.00","114.00"
"68625060AA","Powered Cooler - CFX3-100 - Dometic","RAM","Outdoor Recreation","1190.00","1399.99","1399.99"
"68625098AA","Powered Cooler - CFX3-25 - Dometic","RAM","Outdoor Recreation","736.00","866.00","866.00"
"68625055AA","Powered Cooler - CFX3-35 - Dometic","RAM","Outdoor Recreation","788.00","928.00","928.00"
"68625056AA","Powered Cooler - CFX3-45 - Dometic","RAM","Outdoor Recreation","841.00","990.00","990.00"
"68625058AA","Powered Cooler - Dual Zone - CFX3-75 - Dometic","RAM","Outdoor Recreation","1140.00","1345.00","1345.00"
"68625059AA","Powered Cooler - Dual Zone - CFX3-95 - Dometic","RAM","Outdoor Recreation","1270.00","1495.00","1495.00"
"68625057AA","Powered Cooler IM - CFX3-55IM - Dometic","RAM","Outdoor Recreation","964.00","1135.00","1135.00"
"68625067AA","Powered Cooler Protective Cover - CFX3-PC100 - Dometic","RAM","Outdoor Recreation","127.00","149.99","149.99"
"68625061AA","Powered Cooler Protective Cover - CFX3-PC25 - Dometic","RAM","Outdoor Recreation","110.00","129.99","129.99"
"68625062AA","Powered Cooler Protective Cover - CFX3-PC35 - Dometic","RAM","Outdoor Recreation","114.00","135.00","135.00"
"68625063AA","Powered Cooler Protective Cover - CFX3-PC45 - Dometic","RAM","Outdoor Recreation","110.00","129.99","129.99"
"68625064AA","Powered Cooler Protective Cover - CFX3-PC55IM - Dometic","RAM","Outdoor Recreation","110.00","129.99","129.99"
"68625065AA","Powered Cooler Protective Cover - CFX3-PC75 - Dometic","RAM","Outdoor Recreation","131.00","155.00","155.00"
"68625066AA","Powered Cooler Protective Cover - CFX3-PC95 - Dometic","RAM","Outdoor Recreation","131.00","155.00","155.00"
"TC598000","Roof Mount Bike Carrier","RAM","Outdoor Recreation","228.00","269.00","269.00"
"TC859000","Roof Mount Cargo Basket - Thule","RAM","Outdoor Recreation","438.00","516.00","516.00"
"TC635701","Roof Mount Cargo Box - 16 Cubit Feet - Thule","RAM","Outdoor Recreation","637.00","749.95","749.95"
"TC635801","Roof Mount Cargo Box - 18 Cubic Feet - Thule","RAM","Outdoor Recreation","701.00","825.00","825.00"
"TC732600","Roof Mount Ski Carrier - Thule","RAM","Outdoor Recreation","349.00","411.00","411.00"
"TC811000","Roof Mount Surfboard Carrier - Thule","RAM","Outdoor Recreation","176.00","208.00","208.00"
"TC890000","Roof Rack Water Sport Carrier","RAM","Outdoor Recreation","306.00","361.00","361.00"
"TC895000","Roof Rack Water Sport Carrier","RAM","Outdoor Recreation","255.00","299.95","299.95"
"68727415AA","Single Faucet Tower Kit - Clamp-On","RAM","Outdoor Recreation","204.00","240.00","240.00"
"68663294AA","Ski Rack - SeaSucker","RAM","Outdoor Recreation","349.00","425.00","425.00"
"68625100AA","Sportz Truck Tent - Napier","RAM","Outdoor Recreation","190.00","238.00","238.00"
"68625111AA","Sportz Truck Tent - Napier","RAM","Outdoor Recreation","248.00","309.99","309.99"
"68625112AA","Sportz Truck Tent - Napier","RAM","Outdoor Recreation","256.00","320.00","320.00"
"68625115AA","Sportz Truck Tent - Napier","RAM","Outdoor Recreation","256.00","320.00","320.00"
"68663288AA","Tank Holder - RotopaX - SeaSucker","RAM","Outdoor Recreation","130.00","149.00","149.00"
"68714713AA","Tank Holder - RotopaX - SeaSucker","RAM","Outdoor Recreation","207.00","269.00","269.00"
"68714721AA","Tank Mount - WaterPORT - SeaSucker","RAM","Outdoor Recreation","331.00","419.00","419.00"
"68743834AA","Tire Table - Aluminum - Large","RAM","Outdoor Recreation","231.36","259.95","259.95"
"68743832AA","Tire Table - Steel - Large","RAM","Outdoor Recreation","191.16","224.90","224.90"
"68743831AA","Tire Table - Steel - Medium","RAM","Outdoor Recreation","151.66","184.95","184.95"
"68663293AA","Two Bike Carrier - SeaSucker Bomber Max","RAM","Outdoor Recreation","482.00","588.00","588.00"
"68714720AA","Universal Off-Road Mount - SeaSucker","RAM","Outdoor Recreation","73.15","109.00","109.00"
"68714716AA","Universal Recovery Board Mount - SeaSucker","RAM","Outdoor Recreation","227.00","295.00","295.00"
"68663296AA","Vertical Mount Party Barge - SeaSucker - Black","RAM","Outdoor Recreation","216.00","258.00","258.00"
"68698516AA","Vertical Mount Party Barge - SeaSucker - White","RAM","Outdoor Recreation","216.00","258.00","258.00"
"82300778","Battery Blanket","RAM","Performance","49.60","73.40","73.40"
"SPNEW-CERAMIC","Sunshine Package New Vehicles - CERAMIC","Dealership Packages","Protection Products","485.00","1615.00","1615.00"
"SPNEW-NON-CERAMIC","Sunshine Package New Vehicles - NON-CERAMIC","Dealership Packages","Protection Products","435.00","1545.00","1545.00"
"SPUsed-CERAMIC","Sunshine Package Used Vehicles CERAMIC","Dealership Packages","Protection Products","385.00","1065.00","1065.00"
"SPUsed-NON-CERAMIC","Sunshine Package Used Vehicles NON-CERAMIC","Dealership Packages","Protection Products","345.00","995.00","995.00"
"82213959AC","Front End Cover","RAM","Protection Products","119.00","175.00","175.00"
"82215460AD","Front End Cover","RAM","Protection Products","119.00","175.00","175.00"
"82213843AC","Front End Cover - Black","RAM","Protection Products","144.00","211.00","211.00"
"82216062AB","Front End Cover - Diesel Engine","RAM","Protection Products","119.00","175.00","175.00"
"82216061AC","Front End Cover - Diesel Engine - Black Vinyl","RAM","Protection Products","119.00","175.00","175.00"
"82212074AB","Rust Inhibitor","RAM","Protection Products","50.70","73.40","73.40"
"82212089AB","Rust Inhibitor","RAM","Protection Products","50.70","73.40","73.40"
"68626623AA","Touch Up Paint - Ceramic Gray","RAM","Protection Products","11.45","19.10","19.10"
"68626414AA","Touch Up Paint - Pitch Black Clear Coat","RAM","Protection Products","11.45","19.10","19.10"
"68626413AA","Touch Up Paint Pen - Black Clear Coat","RAM","Protection Products","14.05","23.50","23.50"
"68183817AB","Touch-Up Paint Pen - Anvil","RAM","Protection Products","13.90","23.40","23.40"
