"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"4410641","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"4412051","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"4413131","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"4416961","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"4417041","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"4417821","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","160.94"
"443241","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"443881","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"444851","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"445661","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"445731","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"448141","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"448331","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"448751","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"449301","Floor Liner - 1st Row - Black","Weathertech","Floor Mats","118.96","139.95","167.94"
"470861","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"4710641","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"4716961","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"4717821","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","160.94"
"473241","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"474851","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"475731","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"478141","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"478331","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"478751","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"479301","Floor Liner - 1st Row - Cocoa","Weathertech","Floor Mats","118.96","139.95","167.94"
"460861","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"461051","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"4610641","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"4612051","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"4616961","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"4617041","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"4617821","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","160.94"
"463241","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"463881","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"464851","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"465661","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"465731","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"468331","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"468751","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"469301","Floor Liner - 1st Row - Grey","Weathertech","Floor Mats","118.96","139.95","167.94"
"450861","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"451051","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4510641","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4512051","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4513131","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4516961","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4517041","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4517821","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","160.94"
"453241","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"453881","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"454851","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"455661","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"455731","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"458331","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"458751","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"459301","Floor Liner - 1st Row - Tan","Weathertech","Floor Mats","118.96","139.95","167.94"
"4413133","Floor Liner - 2nd Row - 2 Piece - Black","Weathertech","Floor Mats","80.71","94.95","113.94"
"4416962","Floor Liner - 2nd Row - 2 Piece - Black","Weathertech","Floor Mats","80.71","94.95","113.94"
"4716962","Floor Liner - 2nd Row - 2 Piece - Cocoa","Weathertech","Floor Mats","80.71","94.95","113.94"
